Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Valor_anuncio_float,Valor_anuncio_milhoes,Preço por m²
,Jardim Paulista,São Paulo,1060,5,5,4,R$ 30.000.000,30000000.0,30.0,28301.88679245283
Rua Timbó,Mooca,São Paulo,170,3,2,2,R$ 940.000,940000.0,0.94,5529.411764705882
"Rua Prudentópolis, 97 ",Boaçava,São Paulo,1192,4,3,6,R$ 6.200.000,6200000.0,6.2,5201.342281879195
,Vila Gustavo,São Paulo,200,4,3,1,R$ 550.000,550000.0,0.55,2750.0
Rua José Clemente,Jardim Paulista,São Paulo,724,4,6,3,R$ 8.000.000,8000000.0,8.0,11049.723756906078
"Rua Araripe, 145 ",Vila Califórnia,São Paulo,300,6,3,2,R$ 430.000,430000.0,0.43,1433.3333333333333
"Rua Lavras do Sul, 206 ",Vila Carolina,São Paulo,120,4,3,2,R$ 650.000,650000.0,0.65,5416.666666666667
Rua Marco Aurélio,Vila Romana,São Paulo,160,3,4,2,R$ 940.000,940000.0,0.94,5875.0
Alameda dos Guainumbis,Planalto Paulista,São Paulo,200,4,6,3,R$ 2.014.000,2014000.0,2.014,10070.0
"Avenida Júlio Buono, 578 ",Vila Gustavo,São Paulo,217,5,3,2,R$ 670.000,670000.0,0.67,3087.557603686636
Rua Monsenhor Moura,Vila Leopoldina,São Paulo,167,2,2,2,R$ 820.000,820000.0,0.82,4910.179640718563
Rua dos Tamanás,Vila Madalena,São Paulo,440,4,5,4,R$ 3.950.000,3950000.0,3.95,8977.272727272728
Praça Doutor Carvalho Franco,Vila Mariana,São Paulo,250,3,5,2,R$ 2.450.000,2450000.0,2.45,9800.0
Rua Maria Ramos,Vila São Paulo,São Paulo,250,5,6,2,R$ 486.000,486000.0,0.486,1944.0
"Rua Kansas, 1326 ",Brooklin Paulista,São Paulo,70,2,4,2,R$ 800.000,800000.0,0.8,11428.57142857143
Rua Engenheiro Dolabela,Jardim Bandeirantes (Zona Norte),São Paulo,455,4,5,3,R$ 680.000,680000.0,0.68,1494.5054945054944
"Rua Francisco Bellazzi, 120 ",Jardim Jaraguá,São Paulo,80,2,1,1,R$ 245.000,245000.0,0.245,3062.5
"Rua Gonçalo Pires, 304 ",Vila Morse,São Paulo,125,3,3,1,R$ 610.000,610000.0,0.61,4880.0
Rua Cautaros,Itaquera,São Paulo,185,3,5,5,R$ 460.000,460000.0,0.46,2486.4864864864867
"Avenida Avelino Paranho, 119 ",Vila Talarico,São Paulo,250,5,3,5,R$ 850.000,850000.0,0.85,3400.0
"Rua Manoel João Pereira, 80 ",Vila Matilde,São Paulo,131,3,2,2,R$ 540.000,540000.0,0.54,4122.137404580153
"Rua Getúlio Vargas Filho, 572 ",Cidade Vargas,São Paulo,114,3,4,2,R$ 550.000,550000.0,0.55,4824.561403508772
Rua Bernardo Vieira,Vila Laís,São Paulo,104,1,1,1,R$ 270.000,270000.0,0.27,2596.153846153846
Rua Marechal Bina Machado,Jardim Marajoara,São Paulo,360,4,5,4,R$ 1.750.000,1750000.0,1.75,4861.111111111111
"Rua Doutor Augusto de Miranda, 1046 ",Vila Pompéia,São Paulo,98,3,3,1,R$ 1.050.000,1050000.0,1.05,10714.285714285714
Alameda dos Ciprestes,Chácara Santo Antônio (Zona Sul),São Paulo,351,4,4,4,R$ 3.480.000,3480000.0,3.48,9914.529914529914
Rua José Clemente,Jardim Paulista,São Paulo,700,4,5,4,R$ 7.900.000,7900000.0,7.9,11285.714285714286
Rua Laplace,Brooklin Paulista,São Paulo,300,3,5,4,R$ 2.400.000,2400000.0,2.4,8000.0
,Jardim Trussardi,São Paulo,125,3,4,3,R$ 800.000,800000.0,0.8,6400.0
"Rua Aquiramun, 94 ",Alto de Pinheiros,São Paulo,450,5,6,5,R$ 5.500.000,5500000.0,5.5,12222.222222222223
,Vila Madalena,São Paulo,534,5,6,5,R$ 4.500.000,4500000.0,4.5,8426.966292134832
,Jardim dos Estados,São Paulo,340,4,6,3,R$ 3.000.000,3000000.0,3.0,8823.529411764706
Rua Rússia,Jardim Europa,São Paulo,200,3,3,2,R$ 2.700.000,2700000.0,2.7,13500.0
Rua Oscar Pinheiro Coelho,Caxingui,São Paulo,110,2,1,3,R$ 620.000,620000.0,0.62,5636.363636363636
"Rua Tagipuru, 168 ",Barra Funda,São Paulo,170,4,3,2,R$ 1.600.000,1600000.0,1.6,9411.764705882353
Rua Américo Brasiliense,Alto da Boa Vista,São Paulo,340,4,6,7,R$ 2.200.000,2200000.0,2.2,6470.588235294118
Rua Catão,Vila Romana,São Paulo,235,3,4,3,R$ 1.280.000,1280000.0,1.28,5446.808510638298
,Vila Santos,São Paulo,114,3,1,3,R$ 510.000,510000.0,0.51,4473.684210526316
"Rua Conchilia, 383 ",Vila Albertina,São Paulo,300,4,6,4,R$ 1.600.000,1600000.0,1.6,5333.333333333333
"Rua Antônio Barbosa de Oliveira, 55 ",Vila João Batista,São Paulo,571,3,2,3,R$ 987.000,987000.0,0.987,1728.5464098073555
"Rua João Pereira Santos, 144 ",Jardim Nova Germania,São Paulo,57,3,1,5,R$ 350.000,350000.0,0.35,6140.350877192983
Rua Monte Cardoso,Vila Antonieta,São Paulo,150,3,2,2,R$ 600.000,600000.0,0.6,4000.0
,Jardim Europa,São Paulo,693,4,5,6,R$ 16.000.000,16000000.0,16.0,23088.02308802309
"Rua Prisciliana Duarte, 250 ",Jardim da Saúde,São Paulo,257,3,4,4,R$ 1.600.000,1600000.0,1.6,6225.68093385214
Rua Agostinho da Mota,Chácara Santo Antônio (Zona Leste),São Paulo,140,3,4,4,R$ 900.000,900000.0,0.9,6428.571428571428
,Butantã,São Paulo,299,4,5,3,R$ 2.140.000,2140000.0,2.14,7157.190635451505
Rua Professor João Marinho,Vila Mariana,São Paulo,170,3,4,2,R$ 1.490.000,1490000.0,1.49,8764.70588235294
Rua Pereira Caldas,Jardim da Glória,São Paulo,200,3,2,2,R$ 1.000.000,1000000.0,1.0,5000.0
Rua Princesa Leopoldina,Alto da Lapa,São Paulo,100,2,2,1,R$ 940.000,940000.0,0.94,9400.0
,Jardim Petrópolis,São Paulo,243,5,4,2,R$ 1.390.000,1390000.0,1.39,5720.164609053498
,Vila Mariana,São Paulo,228,4,5,3,R$ 2.200.000,2200000.0,2.2,9649.122807017544
"Avenida Moaci, 1445 ",Planalto Paulista,São Paulo,420,5,7,6,R$ 1.900.000,1900000.0,1.9,4523.809523809524
,Vila Aparecida,São Paulo,168,3,1,2,R$ 621.000,621000.0,0.621,3696.4285714285716
,Siciliano,São Paulo,300,3,3,3,R$ 1.300.000,1300000.0,1.3,4333.333333333333
"Estrada Velha da Penha, 120 ",Tatuapé,São Paulo,110,2,1,2,R$ 450.000,450000.0,0.45,4090.909090909091
Rua Bernardo Alvarenga,Caxingui,São Paulo,350,3,4,2,R$ 1.969.000,1969000.0,1.969,5625.714285714285
Rua Doutor Antônio Gontijo de Carvalho,Jardim Cordeiro,São Paulo,1200,6,7,8,R$ 6.360.000,6360000.0,6.36,5300.0
Rua Judith,Vila Madalena,São Paulo,146,3,2,2,R$ 1.550.000,1550000.0,1.55,10616.438356164384
Rua Catão,Vila Romana,São Paulo,130,2,2,1,R$ 688.000,688000.0,0.688,5292.307692307692
,Alto da Lapa,São Paulo,170,4,5,6,R$ 1.700.000,1700000.0,1.7,10000.0
Rua Manuel Francisco Alves,Parque Casa de Pedra,São Paulo,232,8,3,1,R$ 500.000,500000.0,0.5,2155.1724137931033
Rua Luís Dib Zogaib,Morumbi,São Paulo,443,4,6,8,R$ 1.800.000,1800000.0,1.8,4063.2054176072234
Rua Pamplona,Jardim Paulista,São Paulo,156,4,4,2,R$ 2.340.000,2340000.0,2.34,15000.0
"Rua Alexandre Von Humboldt, 1 ",Praia Azul,São Paulo,250,4,4,3,R$ 580.000,580000.0,0.58,2320.0
"Rua Boiçununga, 273 ",São João Clímaco,São Paulo,200,3,3,2,R$ 570.000,570000.0,0.57,2850.0
Rua Doutor Valentino Sola,Jardim da Glória,São Paulo,231,4,5,6,R$ 1.650.000,1650000.0,1.65,7142.857142857143
,Jardim Guedala,São Paulo,420,3,6,5,R$ 3.500.000,3500000.0,3.5,8333.333333333334
Rua Serenata,Vila Prudente,São Paulo,140,3,3,2,R$ 490.000,490000.0,0.49,3500.0
Rua Eduardo da Silva Magalhães,Parque Continental,São Paulo,350,5,7,7,R$ 2.500.000,2500000.0,2.5,7142.857142857143
"Rua João Pedro, 165 ",Capela do Socorro,São Paulo,120,3,3,3,R$ 500.000,500000.0,0.5,4166.666666666667
,Planalto Paulista,São Paulo,361,4,6,5,R$ 1.490.000,1490000.0,1.49,4127.423822714682
Rua Quirino Pucca,Vila Romana,São Paulo,65,1,1,2,R$ 480.000,480000.0,0.48,7384.615384615385
Rua Guira-Guainumbi,Parque Santa Madalena,São Paulo,180,4,2,1,R$ 300.000,300000.0,0.3,1666.6666666666667
Rua Teviot,Vila Nova Conceição,São Paulo,363,4,6,4,R$ 5.100.000,5100000.0,5.1,14049.586776859504
"Rua Coronel Melo de Oliveira, 704 ",Perdizes,São Paulo,184,3,3,2,R$ 1.272.000,1272000.0,1.272,6913.04347826087
,Jardim da Glória,São Paulo,230,3,3,4,R$ 1.500.000,1500000.0,1.5,6521.739130434783
,Vila Ida,São Paulo,437,3,5,5,R$ 1.850.000,1850000.0,1.85,4233.409610983982
"Rua Amélia da Silveira, 44 ",Jardim Vivan,São Paulo,176,3,4,2,R$ 620.000,620000.0,0.62,3522.7272727272725
"Rua Alberto Lohnhoff, 60 ",Lauzane Paulista,São Paulo,88,3,3,1,R$ 455.000,455000.0,0.455,5170.454545454545
Rua Itália,Jardim Europa,São Paulo,713,5,7,6,R$ 26.600.000,26600000.0,26.6,37307.152875175314
Rua Constantino de Sousa,Campo Belo,São Paulo,266,6,6,6,R$ 1.750.000,1750000.0,1.75,6578.9473684210525
"Rua José Ubaldo Lomônaco, 173 ",Jardim da Glória,São Paulo,430,5,6,4,R$ 3.150.000,3150000.0,3.15,7325.581395348837
"Rua Bolívia, 200 ",Jardim América,São Paulo,1060,4,5,9,R$ 11.489.000,11489000.0,11.489,10838.67924528302
Rua Faustino Augusto César,Vila Marari,São Paulo,180,3,3,3,R$ 850.000,850000.0,0.85,4722.222222222223
,Cidade Jardim,São Paulo,600,4,6,4,R$ 2.200.000,2200000.0,2.2,3666.6666666666665
Rua dos Macunis,Vila Madalena,São Paulo,180,4,4,4,R$ 2.400.000,2400000.0,2.4,13333.333333333334
"Rua Vergueiro, 5114 ",Cursino,São Paulo,113,3,2,2,R$ 570.000,570000.0,0.57,5044.2477876106195
,Cidade Dutra,São Paulo,497,3,4,8,R$ 1.300.000,1300000.0,1.3,2615.6941649899395
"Rua Joaquim Lima de Moraes, 5 ",Santo Amaro,São Paulo,224,3,4,2,R$ 1.500.000,1500000.0,1.5,6696.428571428572
"Rua Jorge Fares, 80 ",Jardim São Luís,São Paulo,127,3,1,2,R$ 540.000,540000.0,0.54,4251.968503937008
,Água Fria,São Paulo,190,3,4,4,R$ 750.000,750000.0,0.75,3947.3684210526317
,Parque Boturussu,São Paulo,60,2,5,1,R$ 251.000,251000.0,0.251,4183.333333333333
,Belenzinho,São Paulo,124,4,3,1,R$ 595.000,595000.0,0.595,4798.387096774193
"Rua Antônio Sales de Camargo, 86 ",Bosque da Saúde,São Paulo,118,4,5,3,R$ 960.000,960000.0,0.96,8135.593220338983
Rua Croata,Vila Ipojuca,São Paulo,358,3,4,4,R$ 2.160.000,2160000.0,2.16,6033.519553072626
Rua Emílio Pedutti,Morumbi,São Paulo,546,4,7,6,R$ 3.290.000,3290000.0,3.29,6025.641025641025
"Rua Açaré, 63 ",Alto de Pinheiros,São Paulo,252,3,5,4,R$ 2.900.000,2900000.0,2.9,11507.936507936507
,Vila Ida,São Paulo,293,3,5,4,R$ 3.650.000,3650000.0,3.65,12457.337883959044
,Jardim Panorama,São Paulo,639,4,8,4,R$ 3.600.000,3600000.0,3.6,5633.802816901409
,Jardim Ampliação,São Paulo,160,3,4,3,R$ 860.000,860000.0,0.86,5375.0
"Rua Cristiano Viana, 961 ",Cerqueira César,São Paulo,155,3,1,1,R$ 1.300.000,1300000.0,1.3,8387.09677419355
,Lauzane Paulista,São Paulo,80,2,1,2,R$ 374.500,374500.0,0.3745,4681.25
Rua Aguaçaí,Pari,São Paulo,180,3,4,1,R$ 750.000,750000.0,0.75,4166.666666666667
"Rua Muller Carioba, 153 ",Jardim da Saúde,São Paulo,230,3,2,3,R$ 660.000,660000.0,0.66,2869.5652173913045
Rua Olímpia Lemes da Silva,Jardim das Vertentes,São Paulo,260,3,3,2,R$ 940.000,940000.0,0.94,3615.3846153846152
,Vila Sabrina,São Paulo,500,8,5,1,R$ 990.000,990000.0,0.99,1980.0
Rua Frederico Von Martius,Ipiranga,São Paulo,300,3,5,2,R$ 1.350.000,1350000.0,1.35,4500.0
,Alto de Pinheiros,São Paulo,360,3,5,4,R$ 4.950.000,4950000.0,4.95,13750.0
,Vila Olímpia,São Paulo,120,3,4,2,R$ 1.550.000,1550000.0,1.55,12916.666666666666
Rua Doutora Maria Augusta Saraiva,Vila Olímpia,São Paulo,120,3,2,2,R$ 1.550.000,1550000.0,1.55,12916.666666666666
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,R$ 4.500.000,4500000.0,4.5,2738.8922702373707
,Jardim Franca,São Paulo,381,4,4,6,R$ 1.250.000,1250000.0,1.25,3280.839895013123
Rua Banibás,Alto de Pinheiros,São Paulo,750,5,5,8,R$ 6.500.000,6500000.0,6.5,8666.666666666666
"Rua Comendador Gabriel Calfat, 51 ",Jardim Leonor,São Paulo,554,4,7,4,R$ 2.750.000,2750000.0,2.75,4963.898916967509
,Santo Amaro,São Paulo,250,3,6,2,R$ 1.600.000,1600000.0,1.6,6400.0
"Rua Barbalha, 90 ",Alto da Lapa,São Paulo,229,3,2,2,R$ 949.000,949000.0,0.949,4144.10480349345
Rua Alfredo Pinheiro,Parque Continental,São Paulo,200,3,2,2,R$ 710.000,710000.0,0.71,3550.0
"Rua Salvador Simões, 0 ",Vila Dom Pedro I,São Paulo,198,3,4,3,R$ 972.000,972000.0,0.972,4909.090909090909
"Rua Alexandre Teixeira, 85 ",Vila Euthalia,São Paulo,130,2,2,2,R$ 350.000,350000.0,0.35,2692.3076923076924
Rua Irmã Amélia,Vila Prudente,São Paulo,147,3,3,3,R$ 820.000,820000.0,0.82,5578.231292517007
"Alameda dos Apetupás, 550 ",Planalto Paulista,São Paulo,400,4,4,4,R$ 2.100.000,2100000.0,2.1,5250.0
Rua Agrovila,Campo Belo,São Paulo,178,3,3,3,R$ 1.250.000,1250000.0,1.25,7022.471910112359
Rua Doutor José Manoel de Figueiredo Netto,Santana,São Paulo,66,4,3,1,R$ 590.000,590000.0,0.59,8939.39393939394
Avenida Piassanguaba,Planalto Paulista,São Paulo,260,3,5,2,R$ 2.350.000,2350000.0,2.35,9038.461538461539
,Jardim Guedala,São Paulo,584,4,6,4,R$ 2.950.000,2950000.0,2.95,5051.369863013699
,Mooca,São Paulo,80,2,2,4,R$ 870.000,870000.0,0.87,10875.0
"Rua Roncador, 11 ",Vila Corberi,São Paulo,100,3,1,2,R$ 340.000,340000.0,0.34,3400.0
Rua Douro,São Judas,São Paulo,831,4,8,4,R$ 16.000.000,16000000.0,16.0,19253.91095066185
,Jardim América,São Paulo,617,4,4,8,R$ 9.500.000,9500000.0,9.5,15397.082658022691
,Alto da Lapa,São Paulo,180,4,2,4,R$ 1.290.000,1290000.0,1.29,7166.666666666667
Rua Aquiramun,Alto de Pinheiros,São Paulo,680,4,6,3,R$ 11.700.000,11700000.0,11.7,17205.882352941175
,Vila Gustavo,São Paulo,129,3,2,2,R$ 750.000,750000.0,0.75,5813.953488372093
Rua Maestro Elias Lobo,Jardim Paulista,São Paulo,191,3,4,1,R$ 2.590.000,2590000.0,2.59,13560.20942408377
"Rua Bariri, 0 ",Vila Carrão,São Paulo,170,3,2,4,R$ 630.000,630000.0,0.63,3705.8823529411766
Rua Lourenço Castanho,Vila Nova Conceição,São Paulo,280,4,3,8,R$ 3.995.000,3995000.0,3.995,14267.857142857143
Rua Costa Aguiar,Ipiranga,São Paulo,220,3,4,4,R$ 1.490.000,1490000.0,1.49,6772.727272727273
Rua dos Franceses,Morro dos Ingleses,São Paulo,1039,6,7,20,R$ 22.000.000,22000000.0,22.0,21174.205967276226
Rua Marechal Santos Barreto,Vila Prudente,São Paulo,101,3,4,2,R$ 600.000,600000.0,0.6,5940.59405940594
"Rua Helena Ricceli Luchetti, 190 ",Parque Savoy City,São Paulo,160,3,2,2,R$ 580.000,580000.0,0.58,3625.0
,Sumaré,São Paulo,631,4,5,6,R$ 3.500.000,3500000.0,3.5,5546.75118858954
,Jardim Franca,São Paulo,300,4,6,4,R$ 1.600.000,1600000.0,1.6,5333.333333333333
"Rua Dinamarca, 136 ",Jardim Europa,São Paulo,600,7,7,6,R$ 10.600.000,10600000.0,10.6,17666.666666666668
,Pacaembu,São Paulo,306,4,3,2,R$ 2.000.000,2000000.0,2.0,6535.9477124183
"Travessa Doutor Ezequiel Antunes de Oliveira, 103 ",Vila Nova Conceição,São Paulo,120,3,4,3,R$ 2.850.000,2850000.0,2.85,23750.0
"Rua Ximbó, 410 ",Aclimação,São Paulo,140,4,3,4,R$ 800.000,800000.0,0.8,5714.285714285715
